date,Oblast,POP_R,POP_V,POP_A,POP_P,POP_C,POP_E,POP_O,POP_S,XSUM,parent district
2023-01-01,P01,5596,107,2705,1219,0,38,187,1822,11674,
2023-01-01,P02,10151,107,1602,222,0,37,74,2680,14874,
2023-01-01,P03,14618,174,1051,167,0,17,0,3786,19813,
2023-01-01,P04,17509,192,1352,278,0,42,0,5328,24703,
2023-01-01,P05,14827,275,1420,131,0,35,1,3893,20583,
2023-01-01,P05.0,8840,42,318,36,0,35,1,3026,12299,P05
2023-01-01,P05.1,1298,61,558,44,0,0,0,144,2105,P05
2023-01-01,P05.2,1020,42,140,13,0,0,0,126,1341,P05
2023-01-01,P05.3,248,15,71,5,0,0,0,28,367,P05
2023-01-01,P05.4,832,37,170,19,0,0,0,120,1178,P05
2023-01-01,P05.5,316,7,15,0,0,0,0,83,421,P05
2023-01-01,P05.6,2273,71,148,14,0,0,0,366,2872,P05
2023-01-01,P06,20989,265,1622,150,0,42,1,7073,30143,
2023-01-01,P07,9323,97,767,117,0,9,0,2243,12557,
2023-01-01,P08,11364,136,810,135,0,40,6,4088,16579,
2023-01-01,P08.0,5092,13,128,32,0,40,5,2384,7694,P08
2023-01-01,P08.1,1120,23,330,30,0,0,0,124,1627,P08
2023-01-01,P08.2,1082,33,127,51,0,0,1,187,1481,P08
2023-01-01,P08.3,4070,67,225,22,0,0,0,1393,5777,P08
2023-01-01,P09,9427,164,620,116,0,8,191,2517,13043,
2023-01-01,P09.0,4088,27,179,43,0,8,191,1304,5840,P09
2023-01-01,P09.1,1863,53,256,45,0,0,0,235,2452,P09
2023-01-01,P09.2,3476,84,185,28,0,0,0,978,4751,P09
2023-01-01,P10,21460,531,1768,239,0,8,9,6088,30103,
2023-01-01,P10.0,13820,86,438,56,0,8,9,4856,19273,P10
2023-01-01,P10.1,3606,208,691,66,0,0,0,458,5029,P10
2023-01-01,P10.2,997,52,129,34,0,0,0,189,1401,P10
2023-01-01,P10.3,1581,116,308,44,0,0,0,306,2355,P10
2023-01-01,P10.4,1456,69,202,39,0,0,0,279,2045,P10
2023-01-01,P18,3366,47,150,34,0,1,53,839,4490,
2023-01-01,P18.0,478,2,6,4,0,1,9,164,664,P18
2023-01-01,P18.1,2772,43,138,29,0,0,44,672,3698,P18
2023-01-01,P18.2,53,1,3,1,0,0,0,2,60,P18
2023-01-01,P18.3,63,1,3,0,0,0,0,1,68,P18
2023-02-01,P00,0,0,0,0,2473,19279,7837,2801,32391,
2023-02-01,P01,5581,106,2717,1217,0,35,186,1825,11667,
2023-02-01,P02,10143,106,1614,227,0,33,75,2679,14877,
2023-02-01,P03,14671,175,1056,168,0,13,0,3801,19884,
2023-02-01,P04,17523,188,1355,279,0,31,0,5364,24742,
2023-02-01,P05,14648,262,1416,127,0,31,1,3896,20382,
2023-02-01,P05.0,8787,40,317,35,0,31,1,3039,12251,P05
2023-02-01,P05.1,1311,61,569,42,0,0,0,143,2126,P05
2023-02-01,P05.2,1024,43,139,13,0,0,0,131,1350,P05
2023-02-01,P05.3,239,13,66,5,0,0,0,27,350,P05
2023-02-01,P05.4,829,38,166,19,0,0,0,121,1173,P05
2023-02-01,P05.5,317,6,14,0,0,0,0,82,419,P05
2023-02-01,P05.6,2141,61,145,13,0,0,0,353,2713,P05
2023-02-01,P06,21024,258,1642,157,0,32,1,7097,30212,
2023-02-01,P07,9347,96,773,118,0,7,0,2248,12589,
2023-02-01,P08,11432,143,810,141,0,36,6,4098,16666,
2023-02-01,P08.0,5127,12,128,36,0,36,5,2389,7733,P08
2023-02-01,P08.1,1132,24,334,30,0,0,0,125,1645,P08
2023-02-01,P08.2,1090,37,127,53,0,0,1,186,1494,P08
2023-02-01,P08.3,4083,70,221,22,0,0,0,1398,5794,P08
2023-02-01,P09,9527,164,630,119,0,8,190,2527,13165,
2023-02-01,P09.0,4132,27,181,42,0,8,190,1305,5885,P09
2023-02-01,P09.1,1879,52,263,42,0,0,0,236,2472,P09
2023-02-01,P09.2,3516,85,186,35,0,0,0,986,4808,P09
2023-03-01,P00,0,0,0,0,2662,20238,7814,2843,33558,
2023-03-01,P01,5590,104,2719,1254,0,34,186,1826,11713,
2023-03-01,P02,10160,104,1626,256,0,33,73,2675,14927,
2023-03-01,P03,14667,172,1044,183,0,10,0,3821,19897,
2023-03-01,P04,17655,189,1365,273,0,24,0,5388,24896,
2023-03-01,P05,14829,261,1435,138,0,25,1,3946,20636,
2023-03-01,P05.0,8904,41,320,39,0,25,1,3073,12404,P05
2023-03-01,P05.1,1324,58,568,44,0,0,0,144,2138,P05
2023-03-01,P05.2,1043,43,139,15,0,0,0,136,1376,P05
2023-03-01,P05.3,249,13,66,6,0,0,0,30,364,P05
2023-03-01,P05.4,824,35,176,21,0,0,0,122,1178,P05
2023-03-01,P05.5,318,7,17,0,0,0,0,81,423,P05
2023-03-01,P05.6,2167,64,149,13,0,0,0,360,2753,P05
2023-03-01,P06,21190,262,1680,157,0,27,1,7126,30443,
2023-03-01,P07,9379,101,785,130,0,7,0,2242,12644,
2023-03-01,P08,11561,143,825,141,0,34,6,4144,16854,
2023-03-01,P08.0,5213,12,130,35,0,34,5,2421,7850,P08
2023-03-01,P08.1,1131,23,346,31,0,0,0,126,1657,P08
2023-03-01,P08.2,1083,37,129,53,0,0,1,188,1491,P08
2023-03-01,P08.3,4134,71,220,22,0,0,0,1409,5856,P08
2023-03-01,P09,9491,163,621,111,0,6,188,2516,13096,
2023-03-01,P09.0,4050,22,172,40,0,6,188,1285,5763,P09
2023-03-01,P09.1,1891,53,264,40,0,0,0,242,2490,P09
2023-03-01,P09.2,3550,88,185,31,0,0,0,989,4843,P09
2023-04-01,P00,0,0,0,0,2740,21367,7859,2826,34793,
2023-04-01,P01,5597,101,2731,1315,0,28,185,1864,11821,
2023-04-01,P02,10143,101,1603,259,0,30,72,2695,14903,
2023-04-01,P03,14683,170,1041,196,0,8,0,3829,19927,
2023-04-01,P04,17664,191,1368,276,0,19,0,5413,24933,
2023-04-01,P05,14870,255,1432,149,0,17,1,3975,20700,
2023-04-01,P05.0,8946,38,318,45,0,17,1,3097,12463,P05
2023-04-01,P05.1,1319,60,560,49,0,0,0,146,2134,P05
2023-04-01,P05.2,1040,42,137,14,0,0,0,134,1367,P05
2023-04-01,P05.3,253,13,71,7,0,0,0,31,375,P05
2023-04-01,P05.4,814,33,178,20,0,0,0,122,1167,P05
2023-04-01,P05.5,323,7,18,0,0,0,0,82,430,P05
2023-04-01,P05.6,2175,62,150,14,0,0,0,363,2764,P05
2023-04-01,P06,21209,263,1683,160,0,17,1,7227,30560,
2023-04-01,P07,9383,100,787,133,0,7,0,2251,12661,
2023-04-01,P08,11633,152,850,143,0,32,5,4168,16983,
2023-04-01,P08.0,5255,15,128,30,0,32,5,2434,7899,P08
2023-04-01,P08.1,1132,21,359,35,0,0,0,127,1674,P08
2023-04-01,P08.2,1086,39,137,53,0,0,0,193,1508,P08
2023-04-01,P08.3,4160,77,226,25,0,0,0,1414,5902,P08
2023-04-01,P09,9197,144,594,114,0,4,180,2457,12690,
2023-04-01,P09.0,3932,18,161,40,0,4,180,1274,5609,P09
2023-04-01,P09.1,1893,47,252,43,0,0,0,245,2480,P09
2023-04-01,P09.2,3372,79,181,31,0,0,0,938,4601,P09
2023-05-01,P00,0,0,0,0,2751,23262,7943,2835,36792,
2023-05-01,P01,5602,105,2742,1295,0,18,184,1852,11798,
2023-05-01,P02,10132,104,1606,252,0,28,72,2708,14902,
2023-05-01,P03,14613,172,1044,180,0,6,0,3805,19820,
2023-05-01,P04,17789,188,1358,274,0,17,0,5433,25060,
2023-05-01,P05,14903,258,1434,158,0,13,1,4004,20772,
2023-05-01,P05.0,8981,37,320,45,0,13,1,3120,12518,P05
2023-05-01,P05.1,1321,60,564,58,0,0,0,147,2150,P05
2023-05-01,P05.2,1030,42,136,13,0,0,0,138,1359,P05
2023-05-01,P05.3,249,13,69,7,0,0,0,31,369,P05
2023-05-01,P05.4,817,36,180,21,0,0,0,123,1177,P05
2023-05-01,P05.5,321,7,18,0,0,0,0,80,426,P05
2023-05-01,P05.6,2184,63,147,14,0,0,0,365,2773,P05
2023-05-01,P06,21233,262,1688,169,0,13,1,7249,30615,
2023-05-01,P07,9346,104,782,124,0,4,0,2214,12574,
2023-05-01,P08,11652,155,847,146,0,29,5,4180,17014,
2023-05-01,P08.0,5284,17,121,32,0,29,5,2442,7930,P08
2023-05-01,P08.1,1143,23,363,35,0,0,0,127,1691,P08
2023-05-01,P08.2,1076,38,135,55,0,0,0,194,1498,P08
2023-05-01,P08.3,4149,77,228,24,0,0,0,1417,5895,P08
2023-05-01,P09,9321,150,584,110,0,0,171,2470,12806,
2023-05-01,P09.0,3983,18,154,40,0,0,171,1280,5646,P09
2023-05-01,P09.1,1924,52,248,40,0,0,0,247,2511,P09
2023-05-01,P09.2,3414,80,182,30,0,0,0,943,4649,P09
2023-06-01,P01,5620,101,2738,1189,0,16,183,1867,11714,
2023-06-01,P02,10164,103,1603,252,0,27,70,2710,14929,
2023-06-01,P03,14681,170,1057,185,0,6,0,3814,19913,
2023-06-01,P04,17894,196,1350,280,0,17,0,5473,25210,
2023-06-01,P05,14987,254,1440,145,0,10,1,4038,20875,
2023-06-01,P05.0,9065,36,322,42,0,10,1,3142,12618,P05
2023-06-01,P05.1,1309,57,571,52,0,0,0,148,2137,P05
2023-06-01,P05.2,1018,44,136,11,0,0,0,142,1351,P05
2023-06-01,P05.3,247,11,67,6,0,0,0,31,362,P05
2023-06-01,P05.4,818,35,176,21,0,0,0,126,1176,P05
2023-06-01,P05.5,323,6,18,0,0,0,0,80,427,P05
2023-06-01,P05.6,2207,65,150,13,0,0,0,369,2804,P05
2023-06-01,P06,21314,259,1685,169,0,10,1,7263,30701,
2023-06-01,P07,9376,109,782,128,0,2,0,2227,12624,
2023-06-01,P08,11669,162,857,148,0,28,5,4185,17054,
2023-06-01,P08.0,5294,18,119,34,0,28,5,2448,7946,P08
2023-06-01,P08.1,1144,24,363,35,0,0,0,124,1690,P08
2023-06-01,P08.2,1071,39,145,53,0,0,0,197,1505,P08
2023-06-01,P08.3,4160,81,230,26,0,0,0,1416,5913,P08
2023-06-01,P09,9388,147,583,114,0,0,182,2468,12882,
2023-06-01,P09.0,3999,18,157,41,0,0,182,1285,5682,P09
2023-06-01,P09.1,1941,50,242,43,0,0,0,244,2520,P09
2023-06-01,P09.2,3448,79,184,30,0,0,0,939,4680,P09
2023-06-01,P10,22191,536,1795,248,0,7,8,6295,31080,
2023-06-01,P10.0,14308,84,452,57,0,7,8,5023,19939,P10
2023-06-01,P10.1,3691,214,704,64,0,0,0,460,5133,P10
2023-06-01,P10.2,1016,49,132,36,0,0,0,194,1427,P10
2023-06-01,P10.3,1672,121,309,53,0,0,0,327,2482,P10
2023-06-01,P10.4,1504,68,198,38,0,0,0,291,2099,P10
2023-06-01,P18,3328,49,143,27,0,1,52,845,4445,
2023-06-01,P18.0,472,0,5,4,0,1,8,162,652,P18
2023-06-01,P18.1,2735,45,133,22,0,0,44,679,3658,P18
2023-06-01,P18.2,55,2,2,1,0,0,0,2,62,P18
2023-06-01,P18.3,66,2,3,0,0,0,0,2,73,P18
2023-07-01,P01,5596,99,2728,1428,0,12,184,1865,11912,
2023-07-01,P02,10129,111,1594,281,0,26,69,2716,14926,
2023-07-01,P03,14656,172,1025,184,0,3,0,3814,19854,
2023-07-01,P04,17914,194,1359,283,0,12,0,5487,25249,
2023-07-01,P05,15018,255,1448,165,0,8,1,4070,20965,
2023-07-01,P05.0,9092,38,329,58,0,8,1,3163,12689,P05
2023-07-01,P05.1,1297,55,576,56,0,0,0,147,2131,P05
2023-07-01,P05.2,1012,44,137,11,0,0,0,147,1351,P05
2023-07-01,P05.3,247,11,65,5,0,0,0,33,361,P05
2023-07-01,P05.4,821,36,172,20,0,0,0,130,1179,P05
2023-07-01,P05.5,324,7,18,0,0,0,0,81,430,P05
2023-07-01,P05.6,2225,64,151,15,0,0,0,369,2824,P05
2023-07-01,P06,21307,263,1700,165,0,5,1,7298,30739,
2023-07-01,P07,9345,107,775,132,0,1,0,2228,12588,
2023-07-01,P08,11715,161,878,145,0,26,5,4200,17130,
2023-07-01,P08.0,5333,18,122,33,0,26,5,2457,7994,P08
2023-07-01,P08.1,1133,24,366,35,0,0,0,122,1680,P08
2023-07-01,P08.2,1070,37,145,53,0,0,0,196,1501,P08
2023-07-01,P08.3,4179,82,245,24,0,0,0,1425,5955,P08
2023-07-01,P09,9377,150,580,111,0,0,182,2467,12867,
2023-07-01,P09.0,4007,18,157,41,0,0,182,1284,5689,P09
2023-07-01,P09.1,1931,52,242,42,0,0,0,246,2513,P09
2023-07-01,P09.2,3439,80,181,28,0,0,0,937,4665,P09
2023-07-01,P10,22072,534,1780,243,0,7,8,6262,30906,
2023-07-01,P10.0,14253,81,450,56,0,7,8,5021,19876,P10
2023-07-01,P10.1,3720,217,699,66,0,0,0,460,5162,P10
2023-07-01,P10.2,1017,48,131,33,0,0,0,196,1425,P10
2023-07-01,P10.3,1676,118,308,52,0,0,0,326,2480,P10
2023-07-01,P10.4,1406,70,192,36,0,0,0,259,1963,P10
2023-07-01,P18,3328,52,136,28,0,1,52,847,4444,
2023-07-01,P18.0,467,0,5,4,0,1,8,163,648,P18
2023-07-01,P18.1,2741,48,127,23,0,0,44,680,3663,P18
2023-07-01,P18.2,56,2,2,1,0,0,0,2,63,P18
2023-07-01,P18.3,64,2,2,0,0,0,0,2,70,P18
2023-08-01,P01,5627,99,2739,1236,0,11,183,1875,11770,
2023-08-01,P02,10192,113,1595,265,0,22,70,2711,14968,
2023-08-01,P03,14701,169,1040,185,0,2,0,3835,19932,
2023-08-01,P04,17730,194,1338,286,0,4,0,5471,25023,
2023-08-01,P05,15120,262,1436,149,0,6,1,4075,21049,
2023-08-01,P05.0,9176,39,321,45,0,6,1,3167,12755,P05
2023-08-01,P05.1,1306,63,573,52,0,0,0,148,2142,P05
2023-08-01,P05.2,1017,43,132,10,0,0,0,147,1349,P05
2023-08-01,P05.3,244,10,65,5,0,0,0,33,357,P05
2023-08-01,P05.4,826,38,177,20,0,0,0,127,1188,P05
2023-08-01,P05.5,322,8,18,0,0,0,0,80,428,P05
2023-08-01,P05.6,2229,61,150,17,0,0,0,373,2830,P05
2023-08-01,P06,21422,264,1697,180,0,5,1,7335,30904,
2023-08-01,P07,9389,109,795,134,0,1,0,2222,12650,
2023-08-01,P08,11820,166,892,150,0,24,5,4226,17283,
2023-08-01,P08.0,5399,17,124,29,0,24,5,2481,8079,P08
2023-08-01,P08.1,1142,23,377,43,0,0,0,123,1708,P08
2023-08-01,P08.2,1071,40,148,52,0,0,0,193,1504,P08
2023-08-01,P08.3,4208,86,243,26,0,0,0,1429,5992,P08
2023-08-01,P09,9444,150,581,113,0,0,178,2473,12939,
2023-08-01,P09.0,4023,19,156,41,0,0,178,1285,5702,P09
2023-08-01,P09.1,1946,50,243,43,0,0,0,247,2529,P09
2023-08-01,P09.2,3475,81,182,29,0,0,0,941,4708,P09
2023-08-01,P10,21799,539,1767,242,0,6,7,6222,30582,
2023-08-01,P10.0,14085,85,442,56,0,6,7,5001,19682,P10
2023-08-01,P10.1,3593,211,692,68,0,0,0,444,5008,P10
2023-08-01,P10.2,1017,50,136,32,0,0,0,196,1431,P10
2023-08-01,P10.3,1686,120,309,50,0,0,0,323,2488,P10
2023-08-01,P10.4,1418,73,188,36,0,0,0,258,1973,P10
2023-08-01,P18,3364,56,135,28,0,1,53,849,4486,
2023-08-01,P18.0,476,0,6,5,0,1,8,163,659,P18
2023-08-01,P18.1,2769,51,125,22,0,0,45,682,3694,P18
2023-08-01,P18.2,56,3,2,1,0,0,0,2,64,P18
2023-08-01,P18.3,63,2,2,0,0,0,0,2,69,P18
2023-09-01,P01,5610,103,2775,1226,0,7,183,1870,11774,
2023-09-01,P02,10156,115,1600,249,0,1,69,2734,14924,
2023-09-01,P03,14725,168,1069,174,0,2,0,3843,19981,
2023-09-01,P04,17742,191,1348,276,0,4,0,5486,25047,
2023-09-01,P05,15223,262,1433,162,0,5,1,4107,21193,
2023-09-01,P05.0,9254,39,322,57,0,5,1,3193,12871,P05
2023-09-01,P05.1,1306,66,574,54,0,0,0,147,2147,P05
2023-09-01,P05.2,1020,45,130,10,0,0,0,151,1356,P05
2023-09-01,P05.3,247,9,64,5,0,0,0,33,358,P05
2023-09-01,P05.4,833,35,175,20,0,0,0,125,1188,P05
2023-09-01,P05.5,322,8,20,1,0,0,0,82,433,P05
2023-09-01,P05.6,2241,60,148,15,0,0,0,376,2840,P05
2023-09-01,P06,21548,258,1710,174,0,3,1,7360,31054,
2023-09-01,P07,9454,109,792,124,0,1,0,2232,12712,
2023-09-01,P08,11841,178,899,146,0,5,6,4240,17315,
2023-09-01,P08.0,5429,16,125,33,0,5,6,2494,8108,P08
2023-09-01,P08.1,1138,27,375,38,0,0,0,125,1703,P08
2023-09-01,P08.2,1063,41,147,50,0,0,0,190,1491,P08
2023-09-01,P08.3,4211,94,252,25,0,0,0,1431,6013,P08
2023-09-01,P09,9515,156,582,114,0,0,181,2477,13025,
2023-09-01,P09.0,4060,19,157,38,0,0,181,1286,5741,P09
2023-09-01,P09.1,1949,51,251,44,0,0,0,246,2541,P09
2023-09-01,P09.2,3506,86,174,32,0,0,0,945,4743,P09
2023-09-01,P10,21774,540,1760,246,0,4,8,6234,30566,
2023-09-01,P10.0,14079,88,441,57,0,4,8,5015,19692,P10
2023-09-01,P10.1,3568,211,685,67,0,0,0,442,4973,P10
2023-09-01,P10.2,1018,47,137,32,0,0,0,197,1431,P10
2023-09-01,P10.3,1692,121,309,52,0,0,0,323,2497,P10
2023-09-01,P10.4,1417,73,188,38,0,0,0,257,1973,P10
2023-09-01,P18,3383,54,139,28,0,1,55,851,4511,
2023-09-01,P18.0,475,0,5,5,0,1,9,163,658,P18
2023-09-01,P18.1,2792,49,128,22,0,0,46,684,3721,P18
2023-09-01,P18.2,56,3,2,1,0,0,0,2,64,P18
2023-09-01,P18.3,60,2,4,0,0,0,0,2,68,P18
2023-10-01,P01,5637,105,2804,1399,0,4,183,1863,11995,
2023-10-01,P02,10206,115,1606,271,0,1,70,2738,15007,
2023-10-01,P03,14750,165,1094,184,0,2,0,3850,20045,
2023-10-01,P04,17939,192,1354,284,0,2,0,5507,25278,
2023-10-01,P05,15208,270,1430,158,0,4,1,4073,21144,
2023-10-01,P05.0,9294,42,318,53,0,4,1,3172,12884,P05
2023-10-01,P05.1,1285,66,572,58,0,0,0,143,2124,P05
2023-10-01,P05.2,1008,46,132,10,0,0,0,145,1341,P05
2023-10-01,P05.3,244,11,64,5,0,0,0,33,357,P05
2023-10-01,P05.4,807,37,177,18,0,0,0,125,1164,P05
2023-10-01,P05.5,314,9,20,1,0,0,0,80,424,P05
2023-10-01,P05.6,2256,59,147,13,0,0,0,375,2850,P05
2023-10-01,P06,21407,259,1728,182,0,3,1,7309,30889,
2023-10-01,P07,9453,108,806,132,0,1,0,2234,12734,
2023-10-01,P08,11955,176,919,138,0,5,6,4265,17464,
2023-10-01,P08.0,5510,17,131,29,0,5,6,2511,8209,P08
2023-10-01,P08.1,1151,28,384,33,0,0,0,125,1721,P08
2023-10-01,P08.2,1069,41,153,50,0,0,0,192,1505,P08
2023-10-01,P08.3,4225,90,251,26,0,0,0,1437,6029,P08
2023-10-01,P09,9554,156,585,119,0,0,191,2487,13092,
2023-10-01,P09.0,4082,22,157,42,0,0,191,1292,5786,P09
2023-10-01,P09.1,1975,49,254,44,0,0,0,251,2573,P09
2023-10-01,P09.2,3497,85,174,33,0,0,0,944,4733,P09
2023-10-01,P10,21714,532,1737,248,0,3,9,6226,30469,
2023-10-01,P10.0,14071,87,436,56,0,3,9,5020,19682,P10
2023-10-01,P10.1,3582,208,685,67,0,0,0,441,4983,P10
2023-10-01,P10.2,1025,48,137,32,0,0,0,199,1441,P10
2023-10-01,P10.3,1615,116,294,52,0,0,0,313,2390,P10
2023-10-01,P10.4,1421,73,185,41,0,0,0,253,1973,P10
2023-10-01,P18,3386,54,138,28,0,1,57,861,4525,
2023-10-01,P18.0,476,0,5,5,0,1,11,168,666,P18
2023-10-01,P18.1,2792,48,128,22,0,0,46,689,3725,P18
2023-10-01,P18.2,57,4,1,1,0,0,0,2,65,P18
2023-10-01,P18.3,61,2,4,0,0,0,0,2,69,P18
2023-11-01,P01,5614,105,2826,1181,0,3,184,1872,11785,
2023-11-01,P02,10195,119,1613,243,0,0,70,2739,14979,
2023-11-01,P03,14793,168,1101,181,0,2,1,3856,20102,
2023-11-01,P04,18004,197,1359,288,0,1,0,5540,25389,
2023-11-01,P05,15200,264,1429,144,0,2,1,4067,21107,
2023-11-01,P05.0,9305,40,319,46,0,2,1,3167,12880,P05
2023-11-01,P05.1,1271,64,579,55,0,0,0,142,2111,P05
2023-11-01,P05.2,1007,43,133,11,0,0,0,144,1338,P05
2023-11-01,P05.3,240,11,59,4,0,0,0,31,345,P05
2023-11-01,P05.4,811,34,172,14,0,0,0,126,1157,P05
2023-11-01,P05.5,310,9,20,1,0,0,0,82,422,P05
2023-11-01,P05.6,2256,63,147,13,0,0,0,375,2854,P05
2023-11-01,P06,21368,257,1721,176,0,2,1,7331,30856,
2023-11-01,P07,9444,113,806,124,0,0,0,2237,12724,
2023-11-01,P08,11764,176,915,148,0,5,6,4196,17210,
2023-11-01,P08.0,5455,16,129,29,0,5,6,2502,8142,P08
2023-11-01,P08.1,1125,28,385,45,0,0,0,122,1705,P08
2023-11-01,P08.2,1043,42,155,49,0,0,0,187,1476,P08
2023-11-01,P08.3,4141,90,246,25,0,0,0,1385,5887,P08
2023-11-01,P09,9614,158,588,116,0,0,192,2504,13172,
2023-11-01,P09.0,4109,22,157,41,0,0,192,1299,5820,P09
2023-11-01,P09.1,1999,50,254,44,0,0,0,255,2602,P09
2023-11-01,P09.2,3506,86,177,31,0,0,0,950,4750,P09
2023-11-01,P10,21714,532,1729,249,0,1,11,6240,30476,
2023-11-01,P10.0,14131,86,439,57,0,1,11,5039,19764,P10
2023-11-01,P10.1,3567,209,680,70,0,0,0,435,4961,P10
2023-11-01,P10.2,984,50,129,29,0,0,0,197,1389,P10
2023-11-01,P10.3,1605,114,297,51,0,0,0,313,2380,P10
2023-11-01,P10.4,1427,73,184,42,0,0,0,256,1982,P10
2023-11-01,P18,3459,55,143,28,0,1,60,863,4609,
2023-11-01,P18.0,512,0,7,5,0,1,11,175,711,P18
2023-11-01,P18.1,2795,48,131,22,0,0,49,683,3728,P18
2023-11-01,P18.2,90,5,1,1,0,0,0,3,100,P18
2023-11-01,P18.3,62,2,4,0,0,0,0,2,70,P18
2023-12-01,P01,5597,108,2829,1388,0,3,183,1861,11969,
2023-12-01,P02,10160,120,1582,275,0,0,70,2728,14935,
2023-12-01,P03,14755,169,1080,189,0,2,1,3861,20057,
2023-12-01,P04,18054,199,1351,280,0,1,0,5529,25414,
2023-12-01,P05,15238,267,1437,135,0,2,1,4074,21154,
2023-12-01,P05.0,9325,40,317,40,0,2,1,3179,12904,P05
2023-12-01,P05.1,1284,65,580,54,0,0,0,144,2127,P05
2023-12-01,P05.2,1002,45,137,10,0,0,0,145,1339,P05
2023-12-01,P05.3,238,11,61,4,0,0,0,29,343,P05
2023-12-01,P05.4,806,35,174,13,0,0,0,122,1150,P05
2023-12-01,P05.5,312,9,20,1,0,0,0,82,424,P05
2023-12-01,P05.6,2271,62,148,13,0,0,0,373,2867,P05
2023-12-01,P06,21374,254,1715,171,0,2,1,7347,30864,
2023-12-01,P07,9403,112,796,120,0,0,0,2233,12664,
2023-12-01,P08,11820,181,903,141,0,3,6,4177,17231,
2023-12-01,P08.0,5494,16,128,28,0,3,6,2492,8167,P08
2023-12-01,P08.1,1134,31,381,42,0,0,0,124,1712,P08
2023-12-01,P08.2,1039,41,155,49,0,0,0,185,1469,P08
2023-12-01,P08.3,4153,93,239,22,0,0,0,1376,5883,P08
2023-12-01,P09,9680,160,589,114,0,0,196,2502,13241,
2023-12-01,P09.0,4126,23,158,39,0,0,196,1298,5840,P09
2023-12-01,P09.1,2043,49,254,44,0,0,0,256,2646,P09
2023-12-01,P09.2,3511,88,177,31,0,0,0,948,4755,P09
2023-12-01,P10,21803,535,1717,239,0,1,12,6252,30559,
2023-12-01,P10.0,14219,87,430,57,0,1,12,5063,19869,P10
2023-12-01,P10.1,3559,210,672,67,0,0,0,433,4941,P10
2023-12-01,P10.2,984,50,132,28,0,0,0,188,1382,P10
2023-12-01,P10.3,1611,116,296,45,0,0,0,312,2380,P10
2023-12-01,P10.4,1430,72,187,42,0,0,0,256,1987,P10
2023-12-01,P18,3621,59,144,28,0,1,78,868,4799,
2023-12-01,P18.0,555,0,7,5,0,1,15,177,760,P18
2023-12-01,P18.1,2802,46,130,22,0,0,63,685,3748,P18
2023-12-01,P18.2,199,10,3,1,0,0,0,4,217,P18
2023-12-01,P18.3,65,3,4,0,0,0,0,2,74,P18
2024-01-01,P01,5547,105,2852,1194,0,1,184,1879,11762,
2024-01-01,P02,10174,112,1596,229,0,0,72,2730,14913,
2024-01-01,P03,14799,164,1104,190,0,2,1,3861,20121,
2024-01-01,P04,17987,208,1344,278,0,1,0,5539,25357,
2024-01-01,P05,15240,264,1442,131,0,1,1,4075,21154,
2024-01-01,P05.0,9338,41,314,40,0,1,1,3189,12924,P05
2024-01-01,P05.1,1285,65,590,50,0,0,0,144,2134,P05
2024-01-01,P05.2,987,39,132,11,0,0,0,138,1307,P05
2024-01-01,P05.3,241,12,62,4,0,0,0,30,349,P05
2024-01-01,P05.4,795,34,177,12,0,0,0,120,1138,P05
2024-01-01,P05.5,310,9,19,1,0,0,0,80,419,P05
2024-01-01,P05.6,2284,64,148,13,0,0,0,374,2883,P05
2024-01-01,P06,21453,254,1762,168,0,2,1,7328,30968,
2024-01-01,P07,9480,110,794,124,0,0,0,2227,12735,
2024-01-01,P08,11890,181,909,148,0,1,6,4183,17318,
2024-01-01,P08.0,5533,19,132,30,0,1,6,2503,8224,P08
2024-01-01,P08.1,1123,26,391,45,0,0,0,121,1706,P08
2024-01-01,P08.2,1058,42,156,51,0,0,0,185,1492,P08
2024-01-01,P08.3,4176,94,230,22,0,0,0,1374,5896,P08
2024-01-01,P09,9714,163,599,110,0,0,202,2490,13278,
2024-01-01,P09.0,4120,24,157,39,0,0,202,1292,5834,P09
2024-01-01,P09.1,2066,51,265,41,0,0,0,249,2672,P09
2024-01-01,P09.2,3528,88,177,30,0,0,0,949,4772,P09
2024-01-01,P10,21949,537,1750,232,0,1,12,6284,30765,
2024-01-01,P10.0,14328,87,434,56,0,1,12,5099,20017,P10
2024-01-01,P10.1,3578,214,697,67,0,0,0,434,4990,P10
2024-01-01,P10.2,997,54,135,28,0,0,0,187,1401,P10
2024-01-01,P10.3,1631,114,301,41,0,0,0,307,2394,P10
2024-01-01,P10.4,1415,68,183,40,0,0,0,257,1963,P10
2024-01-01,P18,3659,65,142,30,0,1,78,871,4846,
2024-01-01,P18.0,573,0,8,5,0,1,15,177,779,P18
2024-01-01,P18.1,2805,49,126,24,0,0,63,688,3755,P18
2024-01-01,P18.2,217,13,4,1,0,0,0,4,239,P18
2024-01-01,P18.3,64,3,4,0,0,0,0,2,73,P18
2024-02-01,P01,5583,106,2881,1197,0,0,183,1885,11835,
2024-02-01,P02,10166,115,1613,244,0,0,73,2729,14940,
2024-02-01,P03,14857,166,1112,184,0,2,1,3894,20216,
2024-02-01,P04,18090,205,1361,280,0,2,0,5575,25513,
2024-02-01,P05,15000,252,1438,135,0,1,1,4101,20928,
2024-02-01,P05.0,9278,36,324,44,0,1,1,3214,12898,P05
2024-02-01,P05.1,1271,68,586,48,0,0,0,143,2116,P05
